FS002REC,FS003REC,FS004REC,FS005REC,FS006REC,FS007REC,FS008REC,FS009REC,FS010REC,FS011REC,FS012REC,FS014REC,FS015REC,FS016REC,FS017REC,FS018REC,FS020REC,FS021REC,FS022REC,FS023REC,FS024REC,FS025REC,FS026REC,FS028REC,FS029REC,FS030REC,FS031REC,FS032REC,FS033REC,FS034REC,FS035REC,FS036REC,FS037REC,FS038REC,FS039REC,FS040REC
2.6842062392700865,2.693497238151305,4.251562320135803,7.723321004448651,5.947971277256864,4.678605534239132,4.690736193837237,1.666552934916867,1.1929643387638023,7.0321300598554295,0.0,4.66485960289118,8.664194521082427,6.501567111500074,6.514898400758292,0.7631960308438619,2.6444473886902506,2.677181258027202,1.5824380816421564,5.204086777897177,0.7890373820037808,7.872563742566712,7.8593271692128495,9.409902075961883,8.59002782442542,8.708545086227417,2.2009997889032764,2.250217116909233,5.1456164204865456,2.7824791730917395,2.517854844163103,2.019302269517503,1.1929643387638023,10.323479261898477,10.323479261898477,6.326622700609477
3.2805532503423462,3.2868898736288203,0.4769909139240728,3.7591808756401965,1.6846782712305677,6.654697018444631,6.671809148228783,3.4005939776850957,3.712315974674689,3.2757601425622136,4.66485960289118,0.0,5.381207684226731,5.168529989051301,5.157307943687771,4.33627505863875,7.175361039153581,5.0349549884523315,5.031129808669359,9.59726187615351,4.930321544904318,4.439910198523638,4.456294123785718,5.450517313069072,8.762354655909979,9.581711876301226,5.755558442131404,5.810034962906921,5.124513789648228,7.414628821490433,7.178859982033655,6.646552478497969,3.712315974674689,6.396154590877194,6.396154590877194,5.949041177901187
8.440009332071588,8.44919741805105,5.406950820679613,1.9415946844469252,3.7716115301580952,7.342878883919086,7.355104021846961,8.139814638762127,7.47129390476237,2.1333195826327667,8.664194521082427,5.381207684226731,0.0,3.3017100965148707,3.2700060938491737,7.993597505111958,11.277671733910893,7.191605785935771,8.021808589015965,12.140447968387512,8.457197907564499,0.9429558516375696,0.9249158174309653,1.677163420001217,6.401966061807785,7.753831547016146,10.47499066539598,10.532478017015196,4.920882792243231,11.295159147256456,10.935318607168222,10.58769725202438,7.47129390476237,2.1287972108508444,2.1287972108508444,4.546525565623675
7.263806843983926,7.275608178063652,4.904470878565444,3.985443902043825,4.303468164410891,4.092430174510103,4.1033332977960715,6.583163545798495,5.393307269864778,3.4534490270277405,6.501567111500074,5.168529989051301,3.3017100965148707,0.0,0.03188497385583909,5.747106464292312,8.904607388484715,4.382807333510371,5.430607720307328,9.068462356177397,6.061019282232405,3.1307969200492036,3.0799369277062167,4.844392150028413,3.7889195482012226,4.909031325821539,8.60820061291112,8.663213187346312,1.734017576885227,8.794827468968595,8.394971581577321,8.174084245588595,5.393307269864778,5.4289508831359745,5.4289508831359745,1.2863341608116332
7.265546467826112,7.277328429502283,4.895643859000049,3.9560987587754215,4.283733901290656,4.12247090483855,4.133408108331471,6.588758710629126,5.404459656197702,3.4260581938140984,6.514898400758292,5.157307943687771,3.2700060938491737,0.03188497385583909,0.0,5.760988676442268,8.921969946108506,4.404297617647824,5.449337884426149,9.095772609271673,6.077295246259934,3.0994519027205336,3.0485521187494733,4.8125623489284335,3.811542587048791,4.935766935738889,8.619002745897976,8.674072917650186,1.761167132578994,8.813852563869444,8.414413941212576,8.191720967092214,5.404459656197702,5.397186808726326,5.397186808726326,1.3176361147880549
2.95769946084331,2.968822752008887,3.8904288792841566,7.148233705955381,5.469931775002869,4.040777787077893,4.054014730788874,1.876400150672191,0.6288418587243928,6.442410558879776,0.7631960308438619,4.33627505863875,7.993597505111958,5.747106464292312,5.760988676442268,0.0,3.284194579027612,1.9873966606571611,1.0398573343017532,5.296796587819023,0.5941037699656814,7.227904519414051,7.211798751901735,8.8109308756705,7.860296908868964,8.027838635454762,2.953194517916175,3.0037953460315583,4.3833203702388275,3.3326436510154362,3.009503962434678,2.6008741208063952,0.6288418587243928,9.71123784317476,9.71123784317476,5.564821951988814
4.462788693003158,4.465980483246126,6.798842608173338,10.366692856949708,8.558852904328202,6.178051215546034,6.184397274719107,3.8286971927624744,3.8261821034458947,9.676575868255563,2.6444473886902506,7.175361039153581,11.277671733910893,8.904607388484715,8.921969946108506,3.284194579027612,0.0,4.634221114817159,3.492170561795946,4.041558982681161,2.859400161858269,10.504399542343338,10.489601499560676,12.05427692939628,10.380468720016435,10.184007171262824,2.0348979328300367,2.0172476265989534,7.372546188398425,0.5730489993479269,0.8584821276167801,0.7356509184089811,3.8261821034458947,12.9667226159509,12.9667226159509,8.511140781404896
4.758580143773753,4.770737163321287,4.55883705410458,6.828809460740394,5.620055117068864,2.078166232323096,2.09250378624271,3.707445923763738,2.105959168854596,6.099656664977935,2.677181258027202,5.0349549884523315,7.191605785935771,4.382807333510371,4.404297617647824,1.9873966606571611,4.634221114817159,0.0,1.1802649588987757,5.028904046884292,1.977944830006189,6.59077597621528,6.560993979837782,8.325939656118463,5.929518519325583,6.041479902635988,4.858747550166636,4.904695499805038,2.75606004100712,4.454607039622932,4.043353044473309,3.8992880002244195,2.105959168854596,9.143226459889938,9.143226459889938,3.877765632026396
3.9957920623393344,4.007016048697089,4.562407767926447,7.419078248583626,5.942936721904798,3.0999742052447417,3.1117610080338625,2.9142940457017867,1.4623431266210731,6.693828063513749,1.5824380816421564,5.031129808669359,8.021808589015965,5.430607720307328,5.449337884426149,1.0398573343017532,3.492170561795946,1.1802649588987757,0.0,4.592301674313467,0.8222520324110066,7.3377841516075835,7.3143488954540565,9.01186785361947,7.097940142774356,7.14563277813368,3.7121781061940604,3.7558049132845635,3.881791109721923,3.365310602077575,2.9707151338323814,2.757043959310597,1.4623431266210731,9.874502076024166,9.874502076024166,5.030034830536977
7.816082132972415,7.823601872656558,9.135606860516386,11.855364561876794,10.518961754631416,5.122718232062788,5.117205670219836,6.862642877019866,5.902329833269531,11.125788981939667,5.204086777897177,9.59726187615351,12.140447968387512,9.068462356177397,9.095772609271673,5.296796587819023,4.041558982681161,5.028904046884292,4.592301674313467,0.0,4.711079699975917,11.596633922383932,11.56426894987771,13.346507038786767,8.948813600790444,8.224611876608076,5.941665160468192,5.9404056552586635,7.334642561977654,3.4689753182008034,3.3077903362903873,3.8879991326292527,5.902329833269531,14.145627085971048,14.145627085971048,8.161934607035915
3.382350166814594,3.392603866271398,4.483722145792019,7.6834396914660035,6.044389727544378,3.91895533428298,3.930473877042988,2.3179004050225718,1.220359718020628,6.971160977413873,0.7890373820037808,4.930321544904318,8.457197907564499,6.061019282232405,6.077295246259934,0.5941037699656814,2.859400161858269,1.977944830006189,0.8222520324110066,4.711079699975917,0.0,7.71717852828659,7.698692077716832,9.330119754843041,7.90701662217469,7.967832869172735,2.8909528748480775,2.9350943013203925,4.593868090017919,2.838075325703729,2.4877633749583534,2.1433825714211974,1.220359718020628,10.220768087922918,10.220768087922918,5.761650954673726
7.524963990132405,7.533902921374699,4.4755084361348905,1.146817583634315,2.8306667248608144,6.9789215443324295,6.992508098042442,7.263226929407459,6.681532386787662,1.1947417386200625,7.872563742566712,4.439910198523638,0.9429558516375696,3.1307969200492036,3.0994519027205336,7.227904519414051,10.504399542343338,6.59077597621528,7.3377841516075835,11.596633922383932,7.71717852828659,0.0,0.05521232449849274,1.7810154252369692,6.611916722774278,7.891496814996017,9.618638241137509,9.676098869456103,4.563517179368995,10.551267144908044,10.204213572803985,9.828669491353125,6.681532386787662,2.552456376672984,2.552456376672984,4.41708072190336
7.530788927634775,7.539792285023218,4.486187264338958,1.1968056734050083,2.8544262524489876,6.936618220457459,6.950151642696472,7.261228088404279,6.667826703950259,1.2216776689148068,7.8593271692128495,4.456294123785718,0.9249158174309653,3.0799369277062167,3.0485521187494733,7.211798751901735,10.489601499560676,6.560993979837782,7.3143488954540565,11.56426894987771,7.698692077716832,0.05521232449849274,0.0,1.822115859057303,6.556825574713246,7.836948815196818,9.613758250310964,9.671228256351826,4.5198704475030675,10.533603512357459,10.185331615103962,9.812363277001873,6.667826703950259,2.5827027922321677,2.5827027922321677,4.366133261821546
8.705821476335666,8.713182654045127,5.619030583572723,1.7231573956420068,3.770419076206654,8.758430196457907,8.77191716634151,8.61093914351557,8.233716942853826,2.3790715757011895,9.409902075961883,5.450517313069072,1.677163420001217,4.844392150028413,4.8125623489284335,8.8109308756705,12.05427692939628,8.325939656118463,9.01186785361947,13.346507038786767,9.330119754843041,1.7810154252369692,1.822115859057303,0.0,8.078977765338383,9.426385997598917,11.001719123353565,11.058643120876622,6.339793698268871,12.14339779585629,11.814204184812828,11.40337807016103,8.233716942853826,0.9473569213405962,0.9473569213405962,6.12143977594341
10.194615959848292,10.207172846479704,8.425293629551549,7.631101282684903,8.078934049831037,4.221018411129334,4.216704377390361,9.290324543908605,7.777868104762123,7.186016767776628,8.59002782442542,8.762354655909979,6.401966061807785,3.7889195482012226,3.811542587048791,7.860296908868964,10.380468720016435,5.929518519325583,7.097940142774356,8.948813600790444,7.90701662217469,6.611916722774278,6.556825574713246,8.078977765338383,0.0,1.4311057087093195,10.784436966822192,10.831315203248806,3.7919667691250263,10.07318370792327,9.649925373870385,9.669757928450133,7.777868104762123,8.384564986527563,8.384564986527563,2.813656299697822
10.613470200943642,10.626045697606372,9.203074864489304,8.859743793084414,9.093523471133937,4.067021801623411,4.057356783868055,9.635649203310875,8.057399507274997,8.360604401128994,8.708545086227417,9.581711876301226,7.753831547016146,4.909031325821539,4.935766935738889,8.027838635454762,10.184007171262824,6.041479902635988,7.14563277813368,8.224611876608076,7.967832869172735,7.891496814996017,7.836948815196818,9.426385997598917,1.4311057087093195,0.0,10.853984485406011,10.896076746498332,4.462737545151724,9.812301170882483,9.396678300696001,9.507652743821852,8.057399507274997,9.773421346392068,9.773421346392068,3.7475940731439406
2.6613156877109985,2.6610861033625524,5.459272458104733,9.279973778584358,7.312784733345869,6.794535088687933,6.805296093031067,2.3941899777037934,3.215715954039779,8.644798559703014,2.2009997889032764,5.755558442131404,10.47499066539598,8.60820061291112,8.619002745897976,2.953194517916175,2.0348979328300367,4.858747550166636,3.7121781061940604,5.941665160468192,2.8909528748480775,9.618638241137509,9.613758250310964,11.001719123353565,10.784436966822192,10.853984485406011,0.0,0.057489078994942655,7.32873701791958,2.555886849124335,2.636553991595156,2.0597763568510423,3.215715954039779,11.941562725811936,11.941562725811936,8.51152472118164
2.7087618105218927,2.7083794659009346,5.514848279248601,9.336841664854479,7.3688021584466465,6.8355255891297215,6.8462076902207745,2.450690623032543,3.270451800883881,8.701958111352612,2.250217116909233,5.810034962906921,10.532478017015196,8.663213187346312,8.674072917650186,3.0037953460315583,2.0172476265989534,4.904695499805038,3.7558049132845635,5.9404056552586635,2.9350943013203925,9.676098869456103,9.671228256351826,11.058643120876622,10.831315203248806,10.896076746498332,0.057489078994942655,0.0,7.380716809052936,2.543912464350252,2.6337102212652024,2.062619780094638,3.270451800883881,11.998566786124858,11.998566786124858,8.56343724851114
6.430814015321361,6.443295470561437,4.74047010642907,5.181779735058148,4.8183848056802,2.425895614487016,2.438680518200132,5.577294509813616,4.160783413182866,4.5224994484707715,5.1456164204865456,5.124513789648228,4.920882792243231,1.734017576885227,1.761167132578994,4.3833203702388275,7.372546188398425,2.75606004100712,3.881791109721923,7.334642561977654,4.593868090017919,4.563517179368995,4.5198704475030675,6.339793698268871,3.7919667691250263,4.462737545151724,7.32873701791958,7.380716809052936,0.0,7.210198661368781,6.79941268317182,6.636963140421171,4.160783413182866,7.01905592708354,7.01905592708354,1.1829534702347917
4.860665917125388,4.86492118500753,7.017484202312849,10.475450222241019,8.730270193646726,5.854449793896107,5.859529238354704,4.138723304537035,3.918301255155867,9.773135623181615,2.7824791730917395,7.414628821490433,11.295159147256456,8.794827468968595,8.813852563869444,3.3326436510154362,0.5730489993479269,4.454607039622932,3.365310602077575,3.4689753182008034,2.838075325703729,10.551267144908044,10.533603512357459,12.14339779585629,10.07318370792327,9.812301170882483,2.555886849124335,2.543912464350252,7.210198661368781,0.0,0.4238405613075873,0.7683046821065019,3.918301255155867,13.043395856795843,13.043395856795843,8.323690018058569
4.765504703308628,4.7707603798342655,6.769234795795995,10.157412624604447,8.448757523574328,5.431708679175299,5.4368781871158625,3.973162799340318,3.611991810896959,9.44985327739261,2.517854844163103,7.178859982033655,10.935318607168222,8.394971581577321,8.414413941212576,3.009503962434678,0.8584821276167801,4.043353044473309,2.9707151338323814,3.3077903362903873,2.4877633749583534,10.204213572803985,10.185331615103962,11.814204184812828,9.649925373870385,9.396678300696001,2.636553991595156,2.6337102212652024,6.79941268317182,0.4238405613075873,0.0,0.6185512728366986,3.611991810896959,12.70773881038944,12.70773881038944,7.90787622884583
4.152929070700765,4.157965295089258,6.249258651986522,9.728055354753394,7.966853841524135,5.4798800230589695,5.4868562751981615,3.3869971327411306,3.1707127258677983,9.029651934763379,2.019302269517503,6.646552478497969,10.58769725202438,8.174084245588595,8.191720967092214,2.6008741208063952,0.7356509184089811,3.8992880002244195,2.757043959310597,3.8879991326292527,2.1433825714211974,9.828669491353125,9.812363277001873,11.40337807016103,9.669757928450133,9.507652743821852,2.0597763568510423,2.062619780094638,6.636963140421171,0.7683046821065019,0.6185512728366986,0.0,3.1707127258677983,12.308450343330504,12.308450343330504,7.775797114526489
2.6548958559242526,2.6669589212174394,3.263641958339697,6.557975073106959,4.848161128558704,4.1806079654202675,4.195308366905478,1.6031191291242015,0.0,5.85903242190387,1.1929643387638023,3.712315974674689,7.47129390476237,5.393307269864778,5.404459656197702,0.6288418587243928,3.8261821034458947,2.105959168854596,1.4623431266210731,5.902329833269531,1.220359718020628,6.681532386787662,6.667826703950259,8.233716942853826,7.777868104762123,8.057399507274997,3.215715954039779,3.270451800883881,4.160783413182866,3.918301255155867,3.611991810896959,3.1707127258677983,0.0,9.142158389333831,9.142158389333831,5.340641464389436
9.653161413036207,9.660515679716893,6.566291774415396,2.667805918249401,4.717232214709231,9.444893029122545,9.457589719333757,9.552338860390627,9.142158389333831,3.3049103123665358,10.323479261898477,6.396154590877194,2.1287972108508444,5.4289508831359745,5.397186808726326,9.71123784317476,12.9667226159509,9.143226459889938,9.874502076024166,14.145627085971048,10.220768087922918,2.552456376672984,2.5827027922321677,0.9473569213405962,8.384564986527563,9.773421346392068,11.941562725811936,11.998566786124858,7.01905592708354,13.043395856795843,12.70773881038944,12.308450343330504,9.142158389333831,0.0,0.0,6.674452308364499
9.653161413036207,9.660515679716893,6.566291774415396,2.667805918249401,4.717232214709231,9.444893029122545,9.457589719333757,9.552338860390627,9.142158389333831,3.3049103123665358,10.323479261898477,6.396154590877194,2.1287972108508444,5.4289508831359745,5.397186808726326,9.71123784317476,12.9667226159509,9.143226459889938,9.874502076024166,14.145627085971048,10.220768087922918,2.552456376672984,2.5827027922321677,0.9473569213405962,8.384564986527563,9.773421346392068,11.941562725811936,11.998566786124858,7.01905592708354,13.043395856795843,12.70773881038944,12.308450343330504,9.142158389333831,0.0,0.0,6.674452308364499
7.553313611405895,7.565687172581958,5.613111485409775,5.2510972098552235,5.347409265749658,3.0587318832889916,3.0665557776038646,6.732685794593011,5.340641464389436,4.685461515776979,6.326622700609477,5.949041177901187,4.546525565623675,1.2863341608116332,1.3176361147880549,5.564821951988814,8.511140781404896,3.877765632026396,5.030034830536977,8.161934607035915,5.761650954673726,4.41708072190336,4.366133261821546,6.12143977594341,2.813656299697822,3.7475940731439406,8.51152472118164,8.56343724851114,1.1829534702347917,8.323690018058569,7.90787622884583,7.775797114526489,5.340641464389436,6.674452308364499,6.674452308364499,0.0
